Date,Time,Day,Station,Delay,Vehicle
2018-01-11,18:25,Thursday,ROYAL YORK STATION,0,0
2018-01-11,18:51,Thursday,VICTORIA PARK STATION,0,5074
2018-01-11,19:03,Thursday,ST CLAIR WEST STATION,0,6056
2018-01-11,19:06,Thursday,YONGE BD STATION,0,0
2018-01-11,19:25,Thursday,DUNDAS STATION,8,5426
2018-01-11,19:30,Thursday,BLOOR DANFORTH SUBWAY,0,0
2018-01-11,19:30,Thursday,BLOOR DANFORTH SUBWAY,0,0
2018-01-11,20:17,Thursday,DUPONT STATION,3,5891
2018-01-11,20:40,Thursday,FINCH STATION,0,5571
2018-01-11,22:00,Thursday,VICTORIA PARK STATION,0,5209
2018-01-11,22:00,Thursday,YONGE UNIVERSITY AND B,0,0
2018-01-11,22:01,Thursday,ST GEORGE BD STATION,0,5049
2018-01-11,22:04,Thursday,KENNEDY BD STATION,0,0
2018-01-11,22:11,Thursday,COXWELL STATION,6,5109
2018-01-11,22:36,Thursday,YONGE BD STATION,0,0
2018-01-11,22:37,Thursday,VAUGHAN MC STATION,0,0
2018-01-11,22:39,Thursday,VICTORIA PARK STATION,6,5074
2018-01-11,22:52,Thursday,DAVISVILLE STATION,0,6041
2018-01-11,23:16,Thursday,YORKDALE STATION,0,5491
2018-01-11,23:31,Thursday,WARDEN STATION,0,0
2018-01-12,0:00,Friday,BLOOR STATION,4,0
2018-01-12,2:40,Friday,JANE STATION,0,0
2018-01-12,5:35,Friday,YORK MILLS STATION,5,5636
2018-01-12,5:42,Friday,YONGE BD STATION,0,0
2018-01-12,5:45,Friday,EGLINTON STATION,19,5931
2018-01-12,5:54,Friday,KENNEDY BD STATION,5,5092
2018-01-12,6:02,Friday,COXWELL STATION,0,5000
2018-01-12,6:11,Friday,OSGOODE STATION,0,5961
2018-01-12,6:25,Friday,ST CLAIR WEST STATION,0,0
2018-01-12,6:30,Friday,COXWELL STATION,0,5123
2018-01-12,6:34,Friday,YORK MILLS STATION,19,5441
2018-01-12,6:36,Friday,KENNEDY BD STATION,0,5343
2018-01-12,6:58,Friday,UNION STATION,0,5696
2018-01-12,7:12,Friday,WARDEN STATION,4,5344
2018-01-12,7:25,Friday,COLLEGE STATION,0,5991
2018-01-12,7:26,Friday,GREENWOOD STATION,12,5019
2018-01-12,7:26,Friday,WARDEN STATION,0,5223
2018-01-12,7:37,Friday,SHEPPARD WEST STATION,3,6121
2018-01-12,7:42,Friday,VICTORIA PARK STATION,0,5074
2018-01-12,7:54,Friday,KENNEDY SRT STATION,5,3007
2018-01-12,7:54,Friday,ST GEORGE BD STATION,0,5168
2018-01-12,8:11,Friday,BLOOR STATION,0,0
2018-01-12,8:16,Friday,OSSINGTON STATION,0,5103
2018-01-12,8:18,Friday,ST CLAIR WEST STATION,0,5621
2018-01-12,8:31,Friday,UNION STATION,3,5481
2018-01-12,9:13,Friday,ROYAL YORK STATION,0,5238
2018-01-12,9:23,Friday,YONGE BD STATION,0,5341
2018-01-12,9:31,Friday,DONLANDS STATION,10,5219
2018-01-12,10:00,Friday,ST PATRICK STATION,0,5601
2018-01-12,10:07,Friday,PAPE STATION,3,5168
2018-01-12,10:14,Friday,YORK MILLS STATION,5,5491
2018-01-12,10:30,Friday,SCARBOROUGH RAPID TRAN,0,3005
2018-01-12,10:30,Friday,YONGE UNIVERSITY AND B,0,5091
2018-01-12,10:32,Friday,KEELE STATION,4,5089
2018-01-12,10:45,Friday,VICTORIA PARK STATION,0,5061
2018-01-12,10:48,Friday,DUNDAS STATION,0,0
2018-01-12,10:53,Friday,ROSEDALE STATION,5,5701
2018-01-12,11:16,Friday,KENNEDY BD STATION,5,5087
2018-01-12,11:23,Friday,DUFFERIN STATION,0,0
2018-01-12,11:30,Friday,BLOOR DANFORTH SUBWAY,0,0
2018-01-12,11:51,Friday,SHERBOURNE STATION,0,0
2018-01-12,11:54,Friday,BLOOR STATION,6,5771
2018-01-12,11:58,Friday,GREENWOOD STATION,0,5126
2018-01-12,11:59,Friday,YORK MILLS STATION,7,6036
2018-01-12,12:25,Friday,YONGE UNIVERSITY LINE,0,0
2018-01-12,12:43,Friday,LAWRENCE WEST STATION,3,5456
2018-01-12,12:53,Friday,KIPLING STATION,5,5303
2018-01-12,13:21,Friday,HIGHWAY 407 STATION,7,5936
2018-01-12,13:26,Friday,EGLINTON WEST STATION,0,0
2018-01-12,13:53,Friday,KIPLING STATION,0,5328
2018-01-12,15:05,Friday,VICTORIA PARK STATION,0,5082
2018-01-12,15:06,Friday,WILSON STATION,3,5651
2018-01-12,15:15,Friday,WILSON STATION,3,5651
2018-01-12,15:16,Friday,WILSON STATION,0,5921
2018-01-12,15:23,Friday,KIPLING STATION,0,5202
2018-01-12,15:33,Friday,WILSON STATION,0,6026
2018-01-12,15:35,Friday,KENNEDY BD STATION,3,5128
2018-01-12,16:04,Friday,LAWRENCE WEST STATION,3,5611
2018-01-12,16:41,Friday,SCARB CTR STATION,0,0
2018-01-12,17:06,Friday,LAWRENCE WEST STATION,0,5581
2018-01-12,17:06,Friday,YORKDALE STATION,0,5566
2018-01-12,17:08,Friday,WELLESLEY STATION,0,5671
2018-01-12,17:21,Friday,VAUGHAN MC STATION,6,5526
2018-01-12,17:29,Friday,KENNEDY BD STATION,3,5255
2018-01-12,17:41,Friday,FINCH STATION,0,0
2018-01-12,17:42,Friday,WOODBINE STATION,9,5255
2018-01-12,17:43,Friday,WARDEN STATION,0,5027
2018-01-12,17:46,Friday,ST PATRICK STATION,0,0
2018-01-12,18:21,Friday,PAPE STATION,0,0
2018-01-12,18:29,Friday,ST CLAIR STATION,0,5666
2018-01-12,18:38,Friday,ST GEORGE BD STATION,4,5249
2018-01-12,18:45,Friday,KENNEDY BD STATION,0,5371
2018-01-12,18:50,Friday,BROADVIEW STATION,9,5249
2018-01-12,19:12,Friday,EGLINTON STATION,4,6011
2018-01-12,20:01,Friday,GLENCAIRN STATION,0,5661
2018-01-12,20:22,Friday,BLOOR STATION,6,5686
2018-01-12,21:14,Friday,YONGE BD STATION,0,0
2018-01-12,21:34,Friday,ST GEORGE YUS STATION,0,5751
2018-01-12,21:38,Friday,ISLINGTON STATION,0,5358
2018-01-12,21:49,Friday,DAVISVILLE STATION,10,5726
2018-01-12,22:00,Friday,YONGE UNIVERSITY LINE,0,0
2018-01-12,22:17,Friday,EGLINTON STATION,0,5956
2018-01-12,22:27,Friday,VICTORIA PARK STATION,15,5313
2018-01-12,23:13,Friday,BLOOR DANFORTH SUBWAY,0,0
2018-01-12,23:15,Friday,YONGE UNIVERSITY LINE,0,0
2018-01-12,23:39,Friday,MAIN STREET STATION,3,5356
2018-01-12,23:42,Friday,FINCH STATION,3,5981
2018-01-13,2:08,Saturday,KIPLING STATION,0,0
2018-01-13,2:18,Saturday,VICTORIA PARK STATION,0,0
2018-01-13,6:27,Saturday,ST CLAIR WEST STATION,5,5676
2018-01-13,6:54,Saturday,FINCH STATION,0,5856
2018-01-13,8:03,Saturday,KENNEDY SRT STATION,8,3021
2018-01-13,8:13,Saturday,JANE STATION,0,5244
2018-01-13,8:49,Saturday,VICTORIA PARK STATION,6,1076
2018-01-13,9:02,Saturday,LAWRENCE WEST STATION,3,6111
2018-01-13,10:09,Saturday,LAWRENCE WEST STATION,0,5986
2018-01-13,11:05,Saturday,YONGE UNIVERSITY LINE,0,0
2018-01-13,11:32,Saturday,EGLINTON STATION,3,5881
2018-01-13,11:48,Saturday,WILSON YARD,0,6041
2018-01-13,11:56,Saturday,KENNEDY BD STATION,0,5197
2018-01-13,13:00,Saturday,KENNEDY BD STATION,3,5280
2018-01-13,13:03,Saturday,LAWRENCE WEST STATION,0,5886
2018-01-13,13:28,Saturday,SPADINA YUS STATION,10,5466
2018-01-13,13:31,Saturday,BROADVIEW STATION,7,5319
2018-01-13,13:39,Saturday,COXWELL STATION,7,5305
2018-01-13,14:40,Saturday,VAUGHAN MC STATION,3,5966
2018-01-13,15:14,Saturday,PIONEER VILLAGE STATIO,8,5986
2018-01-13,17:23,Saturday,BROADVIEW STATION,5,5331
2018-01-13,17:24,Saturday,BLOOR STATION,9,5636
2018-01-13,17:24,Saturday,LANSDOWNE STATION,3,5052
2018-01-13,17:55,Saturday,QUEEN'S PARK STATION,0,5896
2018-01-13,19:19,Saturday,ST GEORGE BD STATION,0,5331
2018-01-13,19:19,Saturday,UNION STATION,248,5461
2018-01-13,19:20,Saturday,YONGE UNIVERSITY LINE,0,0
2018-01-13,20:20,Saturday,BAY STATION,0,0
2018-01-13,21:08,Saturday,QUEEN'S PARK STATION,0,0
2018-01-13,21:42,Saturday,WARDEN STATION,3,5105
2018-01-13,21:43,Saturday,WILSON STATION,5,5666
2018-01-13,22:00,Saturday,YONGE UNIVERSITY LINE,0,0
2018-01-13,23:00,Saturday,VAUGHAN MC STATION,5,5436
2018-01-14,1:50,Sunday,UNION STATION,4,6026
2018-01-14,3:00,Sunday,BLOOR DANFORTH SUBWAY,0,5237
2018-01-14,3:00,Sunday,SCARBOROUGH RAPID TRAN,0,3024
2018-01-14,3:00,Sunday,YONGE UNIVERSITY LINE,0,5856
2018-01-14,3:16,Sunday,LAWRENCE EAST STATION,0,0
2018-01-14,7:59,Sunday,VAUGHAN MC STATION,9,5596
2018-01-14,8:05,Sunday,ISLINGTON STATION,0,5304
2018-01-14,8:13,Sunday,KEELE STATION,4,5137
2018-01-14,8:18,Sunday,KIPLING STATION,0,5197
2018-01-14,8:21,Sunday,COXWELL STATION,0,5171
2018-01-14,8:28,Sunday,DONLANDS STATION,3,5276
2018-01-14,8:50,Sunday,KIPLING STATION,0,5081
2018-01-14,9:37,Sunday,DUNDAS WEST STATION,0,5146
2018-01-14,10:16,Sunday,COXWELL STATION,0,5103
2018-01-14,10:41,Sunday,VAUGHAN MC STATION,4,5821
2018-01-14,10:43,Sunday,KENNEDY BD STATION,0,5027
2018-01-14,11:14,Sunday,BAYVIEW STATION,0,0
2018-01-14,11:57,Sunday,WOODBINE STATION,0,0
2018-01-14,13:35,Sunday,YONGE UNIVERSITY LINE,0,0
2018-01-14,13:58,Sunday,ST CLAIR WEST STATION,0,5541
2018-01-14,14:55,Sunday,LAWRENCE STATION,0,5641
2018-01-14,14:57,Sunday,HIGH PARK STATION,25,5294
2018-01-14,15:33,Sunday,DAVISVILLE HOSTLER,0,5461
2018-01-14,15:58,Sunday,ROYAL YORK STATION,0,5208
2018-01-14,16:06,Sunday,ST GEORGE BD STATION,4,5272
2018-01-14,16:57,Sunday,DUNDAS STATION,0,6061
2018-01-14,17:35,Sunday,OSSINGTON STATION,12,5082
2018-01-14,19:23,Sunday,FINCH STATION,0,0
2018-01-14,19:45,Sunday,CHRISTIE STATION,8,5371
2018-01-14,22:00,Sunday,YONGE UNIVERSITY LINE,0,0
2018-01-14,22:00,Sunday,YONGE UNIVERSITY AND B,0,0
2018-01-14,22:13,Sunday,KIPLING STATION,0,5305
2018-01-14,22:57,Sunday,SCARB CTR STATION,0,0
2018-01-14,23:18,Sunday,ST GEORGE YUS STATION,0,5626
2018-01-15,0:00,Monday,FINCH STATION,5,6561
2018-01-15,1:03,Monday,ST CLAIR WEST STATION,0,6026
2018-01-15,2:00,Monday,YONGE UNIVERSITY LINE,0,6051
2018-01-15,6:00,Monday,TORONTO TRANSIT COMMIS,0,0
2018-01-15,6:00,Monday,TORONTO TRANSIT COMMIS,0,0
2018-01-15,6:00,Monday,TORONTO TRANSIT COMMIS,0,0
2018-01-15,6:03,Monday,ISLINGTON STATION,3,5313
2018-01-15,6:18,Monday,VAUGHAN MC STATION,6,5967
2018-01-15,6:30,Monday,COXWELL STATION,0,5255
2018-01-15,6:31,Monday,KIPLING STATION,0,5343
2018-01-15,6:33,Monday,LAWRENCE EAST STATION,4,3015
2018-01-15,6:39,Monday,ISLINGTON STATION,0,5103
2018-01-15,7:02,Monday,KENNEDY BD STATION,4,5082
2018-01-15,7:14,Monday,KENNEDY BD STATION,4,5193
2018-01-15,7:16,Monday,DUNDAS WEST STATION,0,5004
2018-01-15,7:36,Monday,ROYAL YORK STATION,0,5356
2018-01-15,7:42,Monday,ISLINGTON STATION,0,5356
2018-01-15,7:44,Monday,WILSON STATION,3,5571
2018-01-15,8:19,Monday,CASTLE FRANK STATION,4,5166
2018-01-15,8:21,Monday,FINCH WEST STATION,0,0
2018-01-15,8:27,Monday,ST PATRICK STATION,0,0
2018-01-15,9:12,Monday,DOWNSVIEW PARK STATION,0,0
2018-01-15,9:23,Monday,ROYAL YORK STATION,4,5356
2018-01-15,9:29,Monday,CASTLE FRANK STATION,6,5038
2018-01-15,9:50,Monday,ROYAL YORK STATION,0,5146
2018-01-15,11:09,Monday,DON MILLS STATION,0,0
2018-01-15,11:14,Monday,SPADINA YUS STATION,0,0
2018-01-15,11:19,Monday,BATHURST STATION,0,0
2018-01-15,11:30,Monday,YONGE UNIVERSITY LINE,0,0
2018-01-15,12:55,Monday,GLENCAIRN STATION,0,5611
2018-01-15,14:12,Monday,COXWELL STATION,0,5027
2018-01-15,14:13,Monday,YONGE BD STATION,0,0
2018-01-15,15:05,Monday,KIPLING STATION,0,5139
2018-01-15,15:22,Monday,PAPE STATION,3,5004
2018-01-15,15:38,Monday,BROADVIEW STATION,0,0
2018-01-15,15:56,Monday,SHERBOURNE STATION,0,5048
2018-01-15,16:14,Monday,DON MILLS STATION,0,0
2018-01-15,16:33,Monday,OLD MILL STATION,0,5255
2018-01-15,16:57,Monday,WILSON CARHOUSE,0,0
2018-01-15,17:01,Monday,SPADINA BD STATION,0,0
2018-01-15,17:19,Monday,KING STATION,0,5616
2018-01-15,17:28,Monday,SHEPPARD WEST MIGRATI,4,5891
2018-01-15,17:30,Monday,FINCH STATION,0,6126
2018-01-15,17:35,Monday,BLOOR STATION,0,0
2018-01-15,17:53,Monday,ROSEDALE STATION,0,6051
2018-01-15,17:57,Monday,COXWELL STATION,3,5000
2018-01-15,18:23,Monday,PAPE STATION,4,5012
2018-01-15,18:25,Monday,WARDEN STATION,3,5325
2018-01-15,18:30,Monday,CHRISTIE STATION,0,5255
2018-01-15,18:56,Monday,LAWRENCE STATION,0,5976
2018-01-15,19:06,Monday,VICTORIA PARK STATION,0,5288
2018-01-15,19:43,Monday,JANE STATION,0,5282
2018-01-15,19:53,Monday,DUNDAS STATION,0,0
2018-01-15,19:53,Monday,WILSON STATION,3,6031
2018-01-15,20:04,Monday,FINCH WEST STATION,0,0
2018-01-15,20:07,Monday,OLD MILL STATION,0,5255
2018-01-15,20:07,Monday,VICTORIA PARK STATION,0,5092
2018-01-15,21:10,Monday,WARDEN STATION,13,5354
2018-01-15,21:50,Monday,SPADINA YUS STATION,0,6106
2018-01-15,22:00,Monday,YONGE UNIVERSITY LINE,0,0
2018-01-15,22:06,Monday,VAUGHAN MC STATION,15,5556
2018-01-15,22:10,Monday,RUNNYMEDE STATION,0,5313
2018-01-15,22:21,Monday,VICTORIA PARK STATION,0,5209
2018-01-16,0:57,Tuesday,MIDLAND STATION,0,3023
2018-01-16,1:48,Tuesday,SHEPPARD WEST STATION,0,5961
2018-01-16,2:00,Tuesday,BLOOR DANFORTH SUBWAY,0,5202
2018-01-16,2:00,Tuesday,YONGE UNIVERSITY LINE,0,0
2018-01-16,2:25,Tuesday,UNION STATION,0,0
2018-01-16,4:24,Tuesday,ST GEORGE BD STATION,0,0
2018-01-16,6:07,Tuesday,KIPLING STATION,0,5048
2018-01-16,6:12,Tuesday,GREENWOOD STATION,0,5352
2018-01-16,6:43,Tuesday,DON MILLS STATION,0,0
2018-01-16,6:50,Tuesday,EGLINTON WEST STATION,4,6036
2018-01-16,7:31,Tuesday,COXWELL STATION,0,5332
2018-01-16,7:54,Tuesday,KENNEDY BD STATION,0,5218
2018-01-16,8:10,Tuesday,VICTORIA PARK STATION,0,5146
2018-01-16,8:27,Tuesday,COLLEGE STATION,3,5746
2018-01-16,8:40,Tuesday,KIPLING STATION,0,5332
2018-01-16,8:57,Tuesday,YORK MILLS STATION,0,0
2018-01-16,9:01,Tuesday,ST ANDREW STATION,0,0
2018-01-16,9:04,Tuesday,WARDEN STATION,12,5034
2018-01-16,9:08,Tuesday,JANE STATION,6,5166
2018-01-16,9:28,Tuesday,KEELE STATION,0,5052
2018-01-16,9:42,Tuesday,WARDEN STATION,0,5345
2018-01-16,9:50,Tuesday,ISLINGTON STATION,4,5220
2018-01-16,10:07,Tuesday,EGLINTON WEST STATION,4,5886
2018-01-16,10:43,Tuesday,YORK MILLS STATION,3,5696
2018-01-16,10:52,Tuesday,ST ANDREW STATION,0,0
2018-01-16,11:29,Tuesday,VICTORIA PARK STATION,0,0
2018-01-16,12:00,Tuesday,COLLEGE STATION,0,0
2018-01-16,12:05,Tuesday,UNION TO ST GEORGE,4,5341
2018-01-16,12:15,Tuesday,BLOOR DANFORTH SUBWAY,0,0
2018-01-16,12:22,Tuesday,SPADINA YUS STATION,0,6081
2018-01-16,12:23,Tuesday,SUMMERHILL STATION,7,5626
2018-01-16,12:29,Tuesday,KIPLING STATION,0,5098
2018-01-16,12:57,Tuesday,DOWNSVIEW PARK STATION,20,6091
2018-01-16,13:35,Tuesday,HIGHWAY 407 STATION,0,5606
2018-01-16,13:38,Tuesday,SHERBOURNE STATION,6,5368
2018-01-16,14:07,Tuesday,JANE STATION,0,5200
2018-01-16,14:40,Tuesday,SPADINA YUS STATION,0,5541
2018-01-16,14:48,Tuesday,DUNDAS STATION,10,5761
2018-01-16,15:07,Tuesday,DONLANDS STATION,4,5000
2018-01-16,15:24,Tuesday,FINCH WEST STATION,0,6121
2018-01-16,15:25,Tuesday,ST CLAIR STATION,0,6031
2018-01-16,15:36,Tuesday,QUEEN STATION,0,0
2018-01-16,15:52,Tuesday,ROYAL YORK STATION,0,5012
2018-01-16,16:04,Tuesday,DUNDAS WEST STATION,0,0
2018-01-16,16:07,Tuesday,UNION STATION,0,0
2018-01-16,16:15,Tuesday,LAWRENCE STATION,0,0
2018-01-16,16:29,Tuesday,EGLINTON STATION,3,5441
2018-01-16,16:33,Tuesday,BAY STATION,0,0
2018-01-16,16:33,Tuesday,ST GEORGE BD STATION,5,5356
2018-01-16,16:50,Tuesday,KENNEDY BD STATION,0,5244
2018-01-16,17:15,Tuesday,PAPE STATION,3,5133
2018-01-16,17:16,Tuesday,MUSEUM STATION,0,6011
2018-01-16,17:45,Tuesday,WOODBINE STATION,0,5319
2018-01-16,17:52,Tuesday,WELLESLEY STATION,0,5976
2018-01-16,17:55,Tuesday,ST CLAIR STATION,0,5411
2018-01-16,18:03,Tuesday,WILSON STATION,3,5866
2018-01-16,18:19,Tuesday,BAY STATION,5,5081
2018-01-16,18:36,Tuesday,BAY STATION,5,5195
2018-01-16,18:44,Tuesday,NORTH YORK CTR STATION,0,5681
2018-01-16,18:48,Tuesday,ROYAL YORK STATION,5,5038
2018-01-16,19:16,Tuesday,KIPLING STATION,3,5250
2018-01-16,19:46,Tuesday,FINCH STATION,0,5731
2018-01-16,19:50,Tuesday,MCCOWAN STATION,6,3023
2018-01-16,21:21,Tuesday,LAWRENCE EAST TO ELLES,148,3013
2018-01-16,21:48,Tuesday,SHEPPARD WEST STATION,13,5871
2018-01-16,22:00,Tuesday,YONGE UNIVERSITY LINE,0,0
2018-01-16,22:07,Tuesday,WILSON STATION,3,5566
2018-01-16,22:28,Tuesday,SHEPPARD WEST STATION,0,6001
2018-01-16,23:21,Tuesday,BLOOR DANFORTH SUBWAY,0,0
2018-01-16,23:30,Tuesday,YONGE UNIVERSITY LINE,0,0
2018-01-17,1:06,Wednesday,SCARB CTR STATION,0,3020
2018-01-17,1:09,Wednesday,FINCH STATION,0,5926
2018-01-17,1:11,Wednesday,KENNEDY BD STATION,0,5109
2018-01-17,1:22,Wednesday,KENNEDY BD STATION,3,5264
2018-01-17,5:46,Wednesday,DONLANDS STATION,4,0
2018-01-17,5:48,Wednesday,KIPLING STATION,0,5287
2018-01-17,5:50,Wednesday,VICTORIA PARK STATION,3,5092
2018-01-17,5:53,Wednesday,ST CLAIR STATION,3,5701
2018-01-17,6:03,Wednesday,COXWELL STATION,0,5295
2018-01-17,6:18,Wednesday,EGLINTON STATION,4,5731
2018-01-17,6:29,Wednesday,PAPE STATION,4,5332
2018-01-17,6:54,Wednesday,KIPLING STATION,3,0
2018-01-17,7:30,Wednesday,GREENWOOD STATION,3,0
2018-01-17,7:40,Wednesday,KENNEDY SRT STATION,16,3015
2018-01-17,7:42,Wednesday,SHEPPARD WEST STATION,0,0
2018-01-17,7:48,Wednesday,FINCH STATION,0,0
2018-01-17,7:54,Wednesday,ROYAL YORK STATION,0,5012
2018-01-17,7:59,Wednesday,KENNEDY BD STATION,0,5332
2018-01-17,8:00,Wednesday,ISLINGTON STATION,0,5012
2018-01-17,8:19,Wednesday,KIPLING STATION,0,5195
2018-01-17,8:19,Wednesday,NORTH YORK CTR STATION,3,5961
2018-01-17,8:19,Wednesday,QUEEN STATION,0,0
2018-01-17,8:21,Wednesday,DUNDAS WEST STATION,0,5048
2018-01-17,8:25,Wednesday,ST GEORGE YUS STATION,0,5981
2018-01-17,8:26,Wednesday,OSSINGTON STATION,12,5244
2018-01-17,8:29,Wednesday,SHEPPARD WEST STATION,0,0
2018-01-17,8:33,Wednesday,ROYAL YORK STATION,5,5356
2018-01-17,8:34,Wednesday,SUMMERHILL STATION,4,5886
2018-01-17,8:57,Wednesday,BATHURST STATION,0,0
2018-01-17,9:13,Wednesday,LAWRENCE WEST STATION,4,6011
2018-01-17,9:17,Wednesday,HIGH PARK STATION,0,5366
2018-01-17,9:37,Wednesday,HIGH PARK STATION,0,5038
2018-01-17,9:53,Wednesday,COXWELL STATION,4,5140
2018-01-17,10:38,Wednesday,FINCH STATION,0,5941
2018-01-17,10:56,Wednesday,DUNDAS STATION,4,5806
2018-01-17,11:08,Wednesday,ISLINGTON STATION,0,5069
2018-01-17,11:10,Wednesday,EGLINTON STATION,3,5811
2018-01-17,11:29,Wednesday,MAIN STREET STATION,0,5195
2018-01-17,11:33,Wednesday,WOODBINE STATION,0,5195
2018-01-17,11:40,Wednesday,RUNNYMEDE STATION,0,0
2018-01-17,11:44,Wednesday,NORTH YORK CTR STATION,0,5701
2018-01-17,11:48,Wednesday,GREENWOOD STATION,0,5242
2018-01-17,12:13,Wednesday,WARDEN STATION,0,5038
2018-01-17,12:32,Wednesday,OLD MILL STATION,0,5356
2018-01-17,12:38,Wednesday,GLENCAIRN STATION,0,5426
2018-01-17,13:37,Wednesday,BAY STATION,11,5288
2018-01-17,14:28,Wednesday,ISLINGTON STATION,0,5086
2018-01-17,14:56,Wednesday,DONLANDS STATION,3,0
2018-01-17,15:28,Wednesday,WILSON STATION,3,5986
2018-01-17,15:34,Wednesday,PAPE STATION,0,5332
2018-01-17,15:37,Wednesday,COXWELL STATION,0,0
2018-01-17,16:31,Wednesday,QUEEN STATION,0,0
2018-01-17,16:35,Wednesday,ROYAL YORK STATION,0,5254
2018-01-17,16:42,Wednesday,CHESTER STATION,8,5341
2018-01-17,17:03,Wednesday,COLLEGE STATION,3,5706
2018-01-17,17:25,Wednesday,BROADVIEW STATION,0,0
2018-01-17,17:33,Wednesday,ST GEORGE YUS STATION,0,0
2018-01-17,17:40,Wednesday,ST GEORGE BD STATION,0,5195
2018-01-17,17:45,Wednesday,EGLINTON STATION,3,5786
2018-01-17,17:49,Wednesday,FINCH STATION,0,0
2018-01-17,18:06,Wednesday,WILSON YARD,0,5741
2018-01-17,18:08,Wednesday,KIPLING STATION,0,5195
2018-01-17,18:48,Wednesday,JANE STATION,0,5264
2018-01-17,19:17,Wednesday,WOODBINE STATION,0,5195
2018-01-17,19:20,Wednesday,MUSEUM STATION,3,5651
2018-01-17,19:21,Wednesday,DUNDAS STATION,0,0
2018-01-17,19:28,Wednesday,CASTLE FRANK STATION,0,5195
2018-01-17,19:29,Wednesday,DON MILLS STATION,0,0
2018-01-17,19:31,Wednesday,KENNEDY BD STATION,0,0
2018-01-17,19:33,Wednesday,MUSEUM STATION,4,5421
2018-01-17,19:45,Wednesday,GREENWOOD STATION,7,5062
2018-01-17,20:21,Wednesday,LANSDOWNE STATION,0,5200
2018-01-17,20:54,Wednesday,SHEPPARD WEST STATION,3,5636
2018-01-17,21:18,Wednesday,KIPLING STATION,0,5111
2018-01-17,22:00,Wednesday,YONGE UNIVERSITY LINE,0,0
2018-01-17,22:23,Wednesday,DOWNSVIEW PARK STATION,10,5936
2018-01-17,22:34,Wednesday,DOWNSVIEW PARK STATION,0,6051
2018-01-17,22:45,Wednesday,YONGE UNIVERSITY LINE,0,0
2018-01-17,23:20,Wednesday,BLOOR DANFORTH SUBWAY,0,0
2018-01-17,23:34,Wednesday,WARDEN STATION,0,5264
2018-01-17,23:59,Wednesday,SHEPPARD WEST STATION,0,5941
2018-01-18,1:23,Thursday,WILSON STATION,0,5781
2018-01-18,2:13,Thursday,WILSON YARD,0,5921
2018-01-18,2:19,Thursday,YONGE SHP STATION,0,0
2018-01-18,2:23,Thursday,WILSON YARD,0,5436
2018-01-18,5:39,Thursday,FINCH STATION,0,5641
2018-01-18,5:53,Thursday,MAIN STREET STATION,0,5319
2018-01-18,5:54,Thursday,KENNEDY BD STATION,4,5319
2018-01-18,5:54,Thursday,YONGE BD STATION,4,5081
2018-01-18,6:05,Thursday,DAVISVILLE STATION,10,5966
2018-01-18,6:22,Thursday,ROSEDALE STATION,0,5756
2018-01-18,6:42,Thursday,YONGE UNIVERSITY LINE,0,0
2018-01-18,6:49,Thursday,COXWELL STATION,0,5298
2018-01-18,6:53,Thursday,KENNEDY BD STATION,0,5264
2018-01-18,7:08,Thursday,DOWNSVIEW PARK STATION,4,5486
2018-01-18,7:08,Thursday,SHEPPARD WEST STATION,4,5701
2018-01-18,7:13,Thursday,GREENWOOD STATION,4,5332
2018-01-18,7:20,Thursday,COLLEGE STATION,0,6086
2018-01-18,7:39,Thursday,WILSON STATION,0,5956
2018-01-18,7:43,Thursday,WELLESLEY STATION,12,5661
2018-01-18,7:50,Thursday,KENNEDY BD STATION,7,5102
2018-01-18,8:17,Thursday,FINCH STATION,0,0
2018-01-18,8:34,Thursday,EGLINTON STATION,5,5496
2018-01-18,8:41,Thursday,YONGE SHP STATION,3,6166
2018-01-18,9:38,Thursday,DUNDAS WEST STATION,0,0
2018-01-18,9:42,Thursday,KENNEDY BD STATION,0,5102
2018-01-18,9:45,Thursday,HIGH PARK STATION,3,5109
2018-01-18,10:06,Thursday,KENNEDY BD STATION,5,5094
2018-01-18,10:43,Thursday,YONGE BD STATION,0,5451
2018-01-18,11:28,Thursday,WELLESLEY STATION,4,6051
2018-01-18,11:43,Thursday,BLOOR DANFORTH SUBWAY,0,0
2018-01-18,11:53,Thursday,FINCH STATION,0,5961
2018-01-18,12:07,Thursday,LAWRENCE WEST STATION,0,5501
2018-01-18,12:10,Thursday,ST GEORGE BD STATION,4,5282
2018-01-18,12:55,Thursday,LAWRENCE WEST STATION,0,5461
2018-01-18,13:26,Thursday,YORKDALE STATION,0,5936
2018-01-18,13:46,Thursday,ST GEORGE YUS STATION,7,6001
2018-01-18,14:08,Thursday,HIGH PARK STATION,0,0
2018-01-18,15:48,Thursday,FINCH STATION,0,0
2018-01-18,15:49,Thursday,KIPLING STATION,3,5055
2018-01-18,16:20,Thursday,YONGE SHP STATION,0,6166
2018-01-18,16:33,Thursday,WILSON STATION,3,6001
2018-01-18,16:35,Thursday,WOODBINE STATION,0,0
2018-01-18,17:10,Thursday,OSSINGTON STATION,0,0
2018-01-18,17:12,Thursday,COXWELL STATION,0,0
2018-01-18,17:28,Thursday,NORTH YORK CTR STATION,0,5551
2018-01-18,18:12,Thursday,WELLESLEY STATION,0,5701
2018-01-18,18:15,Thursday,KIPLING STATION,0,5034
