trip_id,route_id
35903912,53429
35903913,53429
35903914,53429
35903846,53429
35903844,53429
35903840,53429
35903841,53429
35903842,53429
35903843,53429
35903847,53429
35903848,53429
35903918,53429
35904025,53430
35904021,53430
35904022,53430
35904023,53430
35904024,53430
35903922,53430
35903923,53430
35903924,53430
35903925,53430
35903926,53430
35903927,53430
35903928,53430
35903929,53430
35903930,53430
35903931,53430
35903932,53430
35903933,53430
35903934,53430
35903935,53430
35903936,53430
35903937,53430
35903938,53430
35903939,53430
35903940,53430
35903941,53430
35903942,53430
35903943,53430
35903944,53430
35903945,53430
35903946,53430
35903947,53430
35903948,53430
35903949,53430
35903950,53430
35903951,53430
35903952,53430
35903953,53430
35903954,53430
35903955,53430
35903956,53430
35903957,53430
35903958,53430
35903959,53430
35903960,53430
35903961,53430
35903962,53430
35903963,53430
35903964,53430
35903965,53430
35903966,53430
35903967,53430
35903968,53430
35903969,53430
35903970,53430
35903971,53430
35903972,53430
35903973,53430
35903974,53430
35904029,53430
35903975,53430
35904030,53430
35903994,53430
35903993,53430
35903992,53430
35903976,53430
35903977,53430
35903978,53430
35903979,53430
35903980,53430
35903981,53430
35903982,53430
35903983,53430
35903984,53430
35903985,53430
35903986,53430
35903987,53430
35903988,53430
35903989,53430
35903990,53430
35903991,53430
35903995,53430
35903996,53430
35903997,53430
35903998,53430
35904001,53430
35904000,53430
35903999,53430
35904002,53430
35904003,53430
35904004,53430
35904005,53430
35904006,53430
35904007,53430
35904008,53430
35904009,53430
35904010,53430
35904011,53430
35904012,53430
35904013,53430
35904014,53430
35904015,53430
35904016,53430
35904017,53430
35904018,53430
35904020,53430
35904019,53430
35904026,53430
35904027,53430
35904028,53430
35904085,53430
35904084,53430
35904031,53430
35904032,53430
35904033,53430
35904034,53430
35904035,53430
35904036,53430
35904037,53430
35904038,53430
35904039,53430
35904040,53430
35904041,53430
35904042,53430
35904043,53430
35904044,53430
35904045,53430
35904046,53430
35904047,53430
35904048,53430
35904049,53430
35904050,53430
35904051,53430
35904052,53430
35904053,53430
35904054,53430
35904055,53430
35904056,53430
35904057,53430
35904058,53430
35904059,53430
35904060,53430
35904061,53430
35904062,53430
35904063,53430
35904064,53430
35904065,53430
35904066,53430
35904067,53430
35904068,53430
35904069,53430
35904070,53430
35904071,53430
35904072,53430
35904073,53430
35904074,53430
35904075,53430
35904076,53430
35904077,53430
35904078,53430
35904079,53430
35904080,53430
35904081,53430
35904082,53430
35904083,53430
35904135,53430
35904111,53430
35904112,53430
35904113,53430
35904114,53430
35904115,53430
35904116,53430
35904117,53430
35904118,53430
35904119,53430
35904120,53430
35904121,53430
35904122,53430
35904123,53430
35904124,53430
35904125,53430
35904126,53430
35904127,53430
35904128,53430
35904129,53430
35904130,53430
35904131,53430
35904132,53430
35904133,53430
35904134,53430
35904101,53430
35904102,53430
35904103,53430
35904104,53430
35904105,53430
35904106,53430
35904107,53430
35904108,53430
35904109,53430
35904110,53430
35904086,53430
35904087,53430
35904088,53430
35904089,53430
35904090,53430
35904091,53430
35904092,53430
35904093,53430
35904094,53430
35904095,53430
35904096,53430
35904097,53430
35904098,53430
35904099,53430
35904100,53430
35904138,53431
35904160,53431
35904139,53431
35904140,53431
35904141,53431
35904142,53431
35904143,53431
35904144,53431
35904145,53431
35904146,53431
35904147,53431
35904148,53431
35904149,53431
35904150,53431
35904151,53431
35904152,53431
35904153,53431
35904154,53431
35904155,53431
35904156,53431
35904157,53431
35904158,53431
35904159,53431
35904161,53431
35904162,53431
35904163,53431
35904164,53431
35904165,53431
35904166,53431
35904167,53431
35904168,53431
35904169,53431
35904170,53431
35904171,53431
35904172,53431
35904173,53431
35904174,53431
35904175,53431
35904176,53431
35904177,53431
35904178,53431
35904179,53431
35904180,53431
35904181,53431
35904182,53431
35904183,53431
35904184,53431
35904185,53431
35904186,53431
35904187,53431
35904188,53431
35904189,53431
35904190,53431
35904191,53431
35904192,53431
35904193,53431
35904194,53431
35904195,53431
35904196,53431
35904197,53431
35904198,53431
35904199,53431
35904200,53431
35904201,53431
35904202,53431
35904203,53431
35904204,53431
35904205,53431
35904206,53431
35904207,53431
35904208,53431
35904209,53431
35904210,53431
35904211,53431
35904212,53431
35904213,53431
35904214,53431
35904229,53431
35904230,53431
35904231,53431
35904215,53431
35904216,53431
35904217,53431
35904218,53431
35904219,53431
35904220,53431
35904221,53431
35904222,53431
35904223,53431
35904224,53431
35904225,53431
35904226,53431
35904227,53431
35904228,53431
35904232,53432
35904233,53432
35904234,53432
35904235,53432
35904236,53432
35904237,53432
35904238,53432
35904239,53432
35904240,53432
35904241,53432
35904242,53432
35904243,53432
35904253,53432
35904244,53432
35904254,53432
35904245,53432
35904255,53432
35904246,53432
35904256,53432
35904247,53432
35904257,53432
35904248,53432
35904258,53432
35904249,53432
35904259,53432
35904250,53432
35904260,53432
35904251,53432
35904261,53432
35904252,53432
35904262,53432
35904263,53432
35904287,53432
35904264,53432
35904288,53432
35904265,53432
35904289,53432
35904266,53432
35904290,53432
35904267,53432
35904291,53432
35904268,53432
35904292,53432
35904269,53432
35904293,53432
35904270,53432
35904294,53432
35904271,53432
35904295,53432
35904272,53432
35904296,53432
35904273,53432
35904297,53432
35904274,53432
35904298,53432
35904275,53432
35904299,53432
35904276,53432
35904300,53432
35904277,53432
35904301,53432
35904278,53432
35904302,53432
35904279,53432
35904303,53432
35904280,53432
35904304,53432
35904281,53432
35904305,53432
35904282,53432
35904306,53432
35904283,53432
35904307,53432
35904284,53432
35904308,53432
35904285,53432
35904309,53432
35904286,53432
35904310,53432
35904323,53432
35904311,53432
35904317,53432
35904312,53432
35904318,53432
35904313,53432
35904319,53432
35904314,53432
35904320,53432
35904315,53432
35904321,53432
35904316,53432
35904322,53432
35904325,53432
35904335,53432
35904326,53432
35904336,53432
35904327,53432
35904337,53432
35904328,53432
35904338,53432
35904329,53432
35904339,53432
35904330,53432
35904340,53432
35904331,53432
35904341,53432
35904332,53432
35904342,53432
35904333,53432
35904343,53432
35904334,53432
35904344,53432
35904345,53432
35904355,53432
35904346,53432
35904356,53432
35904347,53432
35904357,53432
35904348,53432
35904358,53432
35904349,53432
35904359,53432
35904350,53432
35904360,53432
35904351,53432
35904361,53432
35904352,53432
35904362,53432
35904353,53432
35904363,53432
35904354,53432
35904364,53432
35904371,53432
35904365,53432
35904372,53432
35904366,53432
35904373,53432
35904367,53432
35904374,53432
35904368,53432
35904375,53432
35904369,53432
35904376,53432
35904370,53432
35904377,53432
35904378,53432
35904379,53432
35904381,53432
35904380,53432
35904383,53432
35904382,53432
35904384,53432
35904385,53432
35904398,53432
35904411,53432
35904399,53432
35904386,53432
35904400,53432
35904387,53432
35904401,53432
35904388,53432
35904402,53432
35904389,53432
35904403,53432
35904390,53432
35904404,53432
35904391,53432
35904405,53432
35904392,53432
35904406,53432
35904393,53432
35904407,53432
35904394,53432
35904408,53432
35904395,53432
35904409,53432
35904396,53432
35904410,53432
35904397,53432
35904436,53432
35904412,53432
35904437,53432
35904413,53432
35904438,53432
35904414,53432
35904439,53432
35904415,53432
35904440,53432
35904416,53432
35904441,53432
35904417,53432
35904442,53432
35904418,53432
35904443,53432
35904419,53432
35904444,53432
35904420,53432
35904445,53432
35904421,53432
35904446,53432
35904422,53432
35904447,53432
35904423,53432
35904448,53432
35904424,53432
35904449,53432
35904425,53432
35904450,53432
35904426,53432
35904451,53432
35904427,53432
35904452,53432
35904428,53432
35904453,53432
35904429,53432
35904454,53432
35904430,53432
35904455,53432
35904431,53432
35904456,53432
35904432,53432
35904457,53432
35904433,53432
35904458,53432
35904434,53432
35904459,53432
35904435,53432
35904476,53432
35904460,53432
35904477,53432
35904461,53432
35904478,53432
35904462,53432
35904479,53432
35904463,53432
35904480,53432
35904464,53432
35904481,53432
35904465,53432
35904482,53432
35904466,53432
35904483,53432
35904467,53432
35904484,53432
35904468,53432
35904485,53432
35904469,53432
35904486,53432
35904470,53432
35904487,53432
35904471,53432
35904488,53432
35904472,53432
35904489,53432
35904473,53432
35904490,53432
35904474,53432
35904491,53432
35904475,53432
35904492,53432
35904493,53432
35904504,53432
35904494,53432
35904505,53432
35904495,53432
35904506,53432
35904496,53432
35904507,53432
35904497,53432
35904508,53432
35904498,53432
35904509,53432
35904499,53432
35904510,53432
35904500,53432
35904511,53432
35904501,53432
35904512,53432
35904502,53432
35904513,53432
35904503,53432
35904514,53432
35904520,53432
35904515,53432
35904521,53432
35904516,53432
35904522,53432
35904517,53432
35904523,53432
35904518,53432
35904524,53432
35904519,53432
35904525,53432
35904526,53432
35904527,53433
35904530,53433
35904531,53433
35904532,53433
35904528,53433
35904529,53433
35904572,53433
35904564,53433
35904571,53433
35904565,53433
35904570,53433
35904566,53433
35904569,53433
35904567,53433
35904568,53433
35904546,53433
35904554,53433
35904547,53433
35904555,53433
35904548,53433
35904556,53433
35904549,53433
35904557,53433
35904550,53433
35904558,53433
35904551,53433
35904559,53433
35904552,53433
35904560,53433
35904553,53433
35904561,53433
35904563,53433
35904562,53433
35904539,53433
35904540,53433
35904534,53433
35904541,53433
35904535,53433
35904542,53433
35904536,53433
35904543,53433
35904537,53433
35904544,53433
35904538,53433
35904545,53433
35904533,53433
35904581,53433
35904573,53433
35904582,53433
35904574,53433
35904583,53433
35904575,53433
35904584,53433
35904576,53433
35904585,53433
35904577,53433
35904586,53433
35904578,53433
35904587,53433
35904579,53433
35904588,53433
35904580,53433
35904589,53433
35904593,53433
35904591,53433
35904592,53433
35904590,53433
35904624,53433
35904594,53433
35904625,53433
35904595,53433
35904626,53433
35904596,53433
35904627,53433
35904597,53433
35904628,53433
35904598,53433
