stop_id,stop_code,stop_name
3610,7252,SHEPPARD AVE EAST AT GATEFORTH DR
3611,614,BRIDGELAND AVE AT DUFFERIN ST
3612,2748,KENNEDY RD AT CORVETTE AVE
3613,8374,TOURNAMENT DR AT UPPER HIGHLAND CRES
3614,4129,KENNEDY RD AT TREVERTON DR NORTH SIDE
3615,3215,YONGE ST AT CARLTON ST (COLLEGE STATION)
3616,6136,STC LAIR AVE EAST AT PRESLEY AVE
3617,4305,KIPLING AVE AT EGLINTON AVE WEST
3618,2045,DUFFERIN ST AT DUPONT ST
3619,6595,MIDDLEFIELD RD AT PEBBLEWOOD AVE
3620,7959,MCRAE DR AT LAIRD DR
3622,1998,DRIFTWOOD AVE AT DRIFTWOOD CRT
3623,10954,OLD FINCH AVE AT BINGLEY RD
3624,3080,QUEEN ST WEST AT AUGUSTA AVE
3625,610,240 BRIDGELAND AVE
3626,7145,SHEPPARD AVE EAST AT AMETHYST RD
3627,4951,DANFORTH RD AT WOLFE AVE
3628,6397,FOXWELL ST AT SCARLETT RD EAST SIDE
3629,3395,CALVINGTON DR AT FORTHBRIDGE CRES
3630,1560,ST CLAIR AVE EAST AT FERMOY RD
3631,11710,BEDFORD RD AT DUPONT ST
3632,4276,KIPLING AVE AT ALBION RD
3634,4349,KIPLING AVE AT NUGENT RD
3635,7144,SHEPPARD AVE EAST AT AMETHYST RD
3636,6682,PHARMACY AVE AT CONROY AVE
3637,2636,FINCH AVE WEST AT TOBERMORY DR
3638,506,BLOOR ST WEST AT DUNDAS ST WEST
3639,9532,49 MABELLE AVE
3641,4706,WASHBURN WAY AT GRIFFEN DR SOUTH SIDE
3642,1424,OCONNOR DR AT WOLVERTON AVE
3643,9801,KEELE ST AT TILBURY DR
3644,5583,MARKHAM RD AT SHEPPARD AVE EAST
3645,2221,THE EAST MALL AT VALHALLA INN RD
3646,8291,350 STEELES AVE WEST
3647,3898,JANE ST AT GORDON MACKAY RD SOUTH SIDE
3648,3192,WILSON HEIGHTS AT COCKSFIELD AVE
3651,9824,STEELES AVE WEST LOOP AT MARTIN GROVE RD
3652,22,ANNETTE ST AT CLENDENAN AVE
3653,883,DANFORTH AVE AT DAWES RD
3654,5491,LESLIE ST AT VAN HORNE AVE
3655,11770,THE QUEENSWAY AT ELLIS AVE
3656,13700,2275 MARKHAM RD
3657,4298,KIPLING AVE AT BYWOOD DR
3658,6949,REXDALE BLVD AT TIDEMORE AVE WEST SIDE
3659,6291,CARLAW AVE AT LAKE SHORE BLVD EAST
3660,8438,VICTORIA PARK AVE AT CLYDESDALE DR
3661,4414,LAWRENCE AVE EAST AT BENNETT RD
3663,11717,WESTON RD AT MAINSHEP RD
3664,8464,VICTORIA PARK AVE AT GORDON BAKER RD
3665,2140,DUNDAS ST WEST AT BATHURST ST (TORONTO WESTERN HOSPITAL)
3667,7156,SHEPPARD AVE EAST AT BLUE RIDGE RD WEST SIDE
3669,533,BLOOR ST WEST AT THE KINGSWAY
3670,8274,STEELES AVE WEST AT FUTURITY GATE
3671,7963,MCRAE DR AT SUTHERLAND DR WEST SIDE
3672,5696,MIDLAND AVE AT EGLINTON AVE EAST NORTH SIDE
3676,2591,FINCH AVE WEST AT CHESSWOOD DR WEST SIDE
3677,5593,1245 MARTIN GROVE RD
3678,5993,PAPE AVE AT WROXETER AVE
3679,2245,EGLINTON AVE EAST AT BELLAMY RD SOUTH
3680,5205,106 LANSDOWNE AVE
3681,8934,YONGE BLVD AT APSLEY RD
3682,4312,KIPLING AVE AT GENTHORN AVE NORTH SIDE
3683,5723,MIDLAND AVE AT MIDWEST RD (NORTH)
3685,6773,PRINCE EDWARD DR SOUTH AT EDGEMORE DR NORTH SIDE
3686,2138,DUNDAS ST WEST AT ACORN AVE
3687,10564,WARDEN AVE AT STEELES AVE EAST
3689,5907,OAKWOOD AVE AT GLENHURST AVE
3690,12120,COLONEL SAMUEL SMITH PARK DR
3691,13636,MARKHAM RD AT KIRKHAM DR
3692,8765,WESTON RD AT SENECA AVE
3693,588,BLOOR ST WEST AT ST GEORGE ST
3694,3503,DUNDAS ST WEST AT INDIAN ROAD CRES
3695,7025,ROYAL YORK RD AT ROYALEIGH AVE SOUTH SIDE
3696,7298,SHEPPARD AVE WEST AT WILMINGTON AVE
3697,11136,LANSDOWNE AVE AT TYCOS DR
3698,2266,EGLINTON AVE EAST AT DON VALLEY PKWY WEST SIDE
3699,1821,CUMMER AVE AT SNOWCREST AVE (EAST)
3700,5568,MARKHAM RD AT LAWRENCE AVE EAST
3701,3178,WILMINGTON AVE AT COMBE AVE
3702,2175,DUNDAS ST WEST AT OSSINGTON AVE
3703,3437,CLIFF ST AT ALLIANCE AVE NORTH SIDE
3704,7826,HOLLINGER RD AT CURITY AVE
3705,11873,300 ATKINSON AVE
3706,5179,LAKE SHORE BLVD WEST AT HILLSIDE AVE
3707,3812,ISLINGTON AVE AT LAKE SHORE BLVD WEST
3708,6907,THE QUEENSWAY AT PARK LAWN RD
3709,9302,ATTWELL DR AT CARLSON CRT
3710,7164,SHEPPARD AVE EAST AT BRIMLEY RD
3711,8755,WESTON RD AT OXFORD DR
3712,1911,DON MILLS RD AT BEDLE AVE
3713,2703,HUMBERLINE DR AT CLAIREVILLE DR (SOUTH)
3714,330,BAYVIEW AVE AT YORK MILLS RD SOUTH SIDE
3715,1423,OCONNOR DR AT WARLAND AVE
3716,5695,MIDLAND AVE AT DORCOT AVE
3717,9742,BARBER GREENE RD AT SOUTHILL DR WEST SIDE
3718,954,DAVENPORT RD AT SALEM AVE
3719,3785,ISLINGTON AVE AT ELMHURST DR
3720,1761,BROADVIEW AVE AT MILLBROOK CRES
3721,5481,LESLIE ST AT TALWOOD DR (NORTH)
3722,9721,DUNDAS ST WEST AT HIGHWAY 427
3723,5689,MIDLAND AVE AT BROADBENT AVE
3724,274,BAYVIEW AVE AT ARGONNE CRES
3725,4087,KENNEDY RD AT GLAMORGAN AVE SOUTH SIDE
3726,5808,MT PLEASANT RD AT MT PLEASANT CEMETERY
3727,1813,CUMMER AVE AT MAXOME AVE
3728,1249,MILL RD AT BURNHAMTHORPE LOOP
3729,6310,COMMANDER BLVD AT MCCOWAN RD WEST SIDE
3730,8259,4545 STEELES AVE WEST
3731,8575,WARDEN AVE AT HYMUS RD
3732,1520,ROYAL YORK RD AT TREMAYNE AVE
3733,4766,AIRPORT RD AT ORLANDO DR
3734,284,BAYVIEW AVE AT CITATION DR NORTH SIDE
3735,3446,640 CORONATION DR
3736,1912,DON MILLS RD AT BOND AVE
3737,11267,ARCOT BLVD AT ALBION RD
3738,12079,REXDALE BLVD AT QUEENS PLATE DR (EAST) EAST SIDE
3739,6237,NEPTUNE DR AT SIR SANDFORD FLEMING ACADEMY
3740,1568,ST CLAIR AVE EAST AT MARSH RD
3741,8134,SPADINA AVE AT WILLCOCKS ST
3742,8675,THE WEST MALL AT EVA RD
3743,7114,SENLAC RD AT CHURCHILL AVE
3745,12095,BIRCHMOUNT RD AT MICRO CRT
3746,10651,OLD WESTON RD AT STEELES AVE WEST
3747,7337,SOUTH DR AT MAY ST
3748,10899,ADELAIDE ST EAST AT YONGE ST EAST SIDE
3749,11505,HIGHWAY 27 AT QUEENS PLATE DR SOUTH SIDE (WOODBINE MALL)
3750,1597,STEELES AVE WEST AT SHALE GATE
3751,629,BRIMLEY RD AT ELLESMERE RD SOUTH SIDE
3753,2451,EVANS AVE AT NORTH CARSON ST
3754,4783,AVENUE RD AT HILLHURST BLVD
3755,13667,MARKHAM RD AT ELSON ST
3757,2885,MCNICOLL AVE AT DON MILLS RD
3758,5291,LAWRENCE AVE EAST AT MEADOWVALE RD EAST SIDE
3759,431,2450 BIRCHMOUNT (STEPHEN LEACOCK COLLEGIATE)
3760,10966,EGLINTON AVE WEST AT GILBERT AVE
3761,7707,ELLESMERE RD AT OAKLEY BLVD
3762,1083,GERRARD ST EAST AT CARLAW AVE
3764,4342,KIPLING AVE AT NEW TORONTO ST
3765,2323,3561 EGLINTON AVE WEST
3766,5967,OSSINGTON AVE AT GEARY AVE NORTH SIDE
3767,138,BATHURST ST AT FISHERVILLE RD
3768,13669,MARKHAM RD AT PASSMORE AVE
3769,9674,BRIMLEY RD AT PORT ROYAL TRAIL (NORTH)
3770,665,BURNHAMTHORPE RD AT APPLEBY RD
3771,5917,OAKWOOD AVE AT VAUGHAN RD
3772,10562,WARDEN AVE AT DENISON ST
3774,6496,KINGSTON RD AT POPLAR RD
3776,4328,KIPLING AVE AT HUNTING RIDGE
3777,8004,OLD KINGSTON RD AT MORRISH RD WEST SIDE
3778,1374,NEILSON RD AT HIGHWAY 401 SOUTH SIDE
3779,3203,WOODBINE AVE AT SAMMON AVE
3780,13375,BERRY RD AT CLOVERHILL RD EAST SIDE
3782,2884,MCNICOLL AVE AT CLANSMAN BLVD
3783,2251,EGLINTON AVE EAST AT BRENTCLIFFE RD WEST SIDE
3784,4529,PETROLIA RD AT STEELES AVE WEST SOUTH SIDE
3785,8820,WILLOWDALE AVE AT REVCOE DR SOUTH SIDE
3788,6995,ROYAL YORK RD AT FRANKWOOD RD
3789,9831,STEELES AVE EAST AT OPPOSITE WALKWAY TO ENCHANTED HILLS CRES
3790,1804,CUMMER AVE AT BEARDMORE CRES (EAST)
3791,9664,100 LESMILL RD
3792,6749,PHARMACY AVE AT SINGLETON RD
3793,2592,FINCH AVE WEST AT DAMASCUS DR
3794,8392,UPPER CANADA DR AT FAIRMEADOW AVE
3795,4403,LANSDOWNE AVE AT GLENCAIRN AVE SOUTH SIDE
3797,1085,GERRARD ST EAST AT COXWELL AVE
3798,6852,QUEEN ST WEST AT SORAUREN AVE
3799,28,ANNETTE ST AT GILMOUR AVE
3801,4208,KINGSTON RD AT BIRCHMOUNT RD
3803,7655,DUFFERIN ST AT MARTIN ROSS AVE
3804,12133,EGLINTON AVE WEST AT RENFORTH DR
3806,14308,MANITOBA DR AT NOVA SCOTIA AVE WEST SIDE
3807,1949,DON MILLS RD AT LEITH HILL RD NORTH SIDE
3808,6812,QUEEN ST EAST AT MACLEAN AVE
3809,9015,YONGE ST AT KEMPFORD BLVD
3810,3855,ISLINGTON AVE AT WINNIPEG RD
3812,1642,THE WEST MALL CRES AT DUNDAS ST WEST SOUTH SIDE
3813,4791,OPPOSITE 1451 AVENUE RD (HAVERGAL COLLEGE)
3814,6187,THE WESTWAY AT EPPING ST
3815,6144,STEELES AVE WEST AT PETER KAISER GATE
3816,4413,LAWRENCE AVE EAST AT BEECHGROVE DR
3817,10126,PARK LAWN RD AT LORNE AVE
3819,559,BLOOR ST WEST AT OLD MILL RD
3821,13323,MORNINGVIEW TRAIL AT SEWELLS RD
3823,9822,STEELES AVE WEST AT KIPLING AVE
3824,6581,MIDDLEFIELD RD AT ARBOR LOW GATE
3825,1990,THE DONWAY WEST AT LAWRENCE AVE EAST
3826,11737,GARNETT JANES RD AT TWELFTH ST EAST SIDE
3828,1007,DUPONT ST AT EDWIN AVE EAST SIDE
3829,4838,BRIMORTON DR AT DALEHURST AVE
3831,5518,DONCLIFFE LOOP AT GLEN ECHO RD
3832,5145,LAIRD DR AT MCRAE DR
3833,3838,2200 ISLINGTON AVE
3834,765,CHAPLIN CRES AT COLIN AVE
3835,3493,DUNDAS ST WEST AT DUPONT ST
3836,3058,QUEEN ST EAST AT LOGAN AVE
3837,11266,TANDRIDGE CRES AT BYNG AVE
3838,8080,SENTINEL RD AT DERRYDOWN RD
3839,7535,BERMONDSEY RD AT EGLINTON AVE EAST SOUTH SIDE
3840,3185,WILMINGTON AVE AT SEARLE AVE
3841,13308,ST CLAIR AVE WEST AT JANE ST
3842,10892,RICHMOND ST WEST AT YONGE ST WEST SIDE
3843,396,BIRCHMOUNT RD AT COMSTOCK RD
3844,6631,PAPE AVE AT WROXETER AVE
3845,6560,MAYBROOK DR AT MCNICOLL AVE
3846,6406,GRANTBROOK ST AT BLAKE AVE NORTH SIDE
3847,1673,YONGE ST AT MANOR RD WEST
3848,2659,GORDON BAKER RD AT SPARKS AVE
3850,7658,DUFFERIN ST AT STEELES AVE WEST SOUTH SIDE
3851,1886,DAWES RD AT DANFORTH AVE NORTH SIDE
3852,1456,QUEEN'S PARK AT CHARLES ST NORTH SIDE (MUSEUM STATION)
3853,1644,THE WEST MALL CRES AT THE WEST MALL
3854,2139,DUNDAS ST WEST AT AUKLAND RD
3855,10857,STEINWAY BLVD AT STEELES AVE WEST SOUTH SIDE
3856,6071,SHEPPARD AVE WEST AT JOHN DRURY DR
3857,11603,MIDDLEFIELD RD AT SELECT AVE
3858,294,BAYVIEW AVE AT FOREST HEIGHTS BLVD
3859,4761,6900 AIRPORT RD (INTERNATIONAL CENTRE - SOUTH ENTRANCE)
3860,4968,DANFORTH RD AT TYNE CRT
3861,3548,ELMHURST DR AT REDWATER DR WEST SIDE
3862,3750,ISLINGTON AVE AT GOSFIELD GATE
3863,2529,FINCH AVE EAST AT MCCOWAN RD
3864,6972,ROYAL YORK RD AT ANGLESEY BLVD
3865,10002,MCCOWAN RD AT 16TH AVE
3866,4289,KIPLING AVE AT BIRMINGHAM ST
3867,1263,MAIN ST AT DANFORTH AVE
3869,6818,QUEEN ST EAST AT SPRUCEHILL RD
3871,2671,GRANDRAVINE DR AT OLLERTON RD
3872,6952,RIVERDALE AVE AT PAPE AVE WEST SIDE
3874,2197,DUNDAS ST WEST AT YONGE ST (DUNDAS STATION)
3875,8631,WELLESLEY ST EAST AT ONTARIO ST
3876,6665,1235 PHARMACY AVE
3877,5875,112 OAKDALE RD
3878,8798,WILLOWDALE AVE AT CHURCH AVE
3879,4995,DIXON RD AT MCMANUS RD
3880,3290,ALLIANCE AVE AT ROCKCLIFFE BLVD EAST SIDE
3881,4882,CHURCH ST AT PINE ST
3882,8993,YONGE ST AT YONGE BLVD
3883,6672,PHARMACY AVE AT BRIAN AVE
3884,11093,SCARBOROUGH GOLF CLUB RD AT LAWRENCE AVE EAST NORTH SIDE
3885,3714,HORNER AVE AT DELTA ST EAST SIDE
3886,9317,BROADVIEW AVE AT MOUNT STEPHEN ST
3887,4418,LAWRENCE AVE EAST AT HOMESTEAD RD
3888,9886,PORT UNION RD AT WINTER GARDENS TRAIL
3889,1960,DON MILLS RD AT PEBBLE BYWAY
3890,922,DANFORTH AVE AT LOGAN AVE
3891,7035,ROYAL YORK RD AT VAN DUSEN BLVD NORTH SIDE
3892,10522,ELLESMERE RD AT MUIRBANK BLVD
3894,9477,CHRISTIE ST AT ST CLAIR AVE WEST SOUTH SIDE
3895,4671,192 TORYORK DR
3896,6844,QUEEN ST WEST AT NIAGARA ST
3897,1306,MCCOWAN RD AT MARTINDALE RD
3899,1556,ST CLAIR AVE EAST AT COTTON AVE
3900,10950,LITTLES RD AT SEWELLS RD NORTH SIDE
3901,5775,MORTIMER AVE AT DEWHURST BLVD
3902,2673,GRANDRAVINE DR AT SENTINEL RD
3903,1081,GERRARD ST EAST AT BROADVIEW AVE
3904,2214,OPPOSITE 366 THE EAST MALL
3906,11290,HUMBERWOOD BLVD AT ARBORWOOD DR EAST SIDE
3907,11194,MANIZA RD AT HOME RD
3908,8980,YONGE ST AT EGLINTON AVE EAST NORTH SIDE (EGLINTON STATION)
3910,3774,1738 ISLINGTON AVE (RICHVIEW COLLEGIATE)
3911,6876,THE QUEENSWAY AT CANMOTOR AVE
3912,5844,MT PLEASANT RD AT ST CLAIR AVE EAST NORTH SIDE
3913,8851,WILSON AVE AT DUBRAY AVE
3915,7122,SENLAC RD AT HOUNSLOW AVE
3916,8808,WILLOWDALE AVE AT HOLMES AVE
3917,2424,85 EMMETT AVE
3918,10625,NORTH QUEEN ST AT EASTSIDE DR EAST SIDE
3919,5104,GARY DR AT PORTAGE AVE
3920,8640,WELLESLEY ST EAST AT YONGE ST
3921,6712,PHARMACY AVE AT HUNTINGWOOD DR
3922,4246,KINGSTON RD AT MIDLAND AVE
3923,6809,QUEEN ST EAST AT LEE AVE
3926,13369,QUEENS QUAY WEST AT DAN LECKIE WAY EAST SIDE
3927,1505,RATHBURN RD AT THE WEST MALL
3928,595,BLOOR ST WEST AT THE WEST MALL
3930,13361,ROYAL YORK RD AT ALBANI ST
3931,8487,VICTORIA PARK AVE AT NAVAHO DR
3932,5298,OPPOSITE 4125 LAWRENCE AVE EAST
3934,766,CHAPLIN CRES AT DUPLEX AVE
3935,3013,16 PARK LANE CIRCLE
3936,9670,QUEENS PLATE DR (WEST) AT REXDALE BLVD
3938,2927,MILLWOOD RD AT OVERLEA BLVD SOUTH SIDE
3939,6689,PHARMACY AVE AT DENTON AVE NORTH SIDE
3941,1027,DUPONT ST AT SPADINA RD (DUPONT STATION) EAST SIDE
3942,158,BATHURST ST AT JOICEY BLVD
3943,2016,DUFFERIN ST AT APEX RD SOUTH SIDE
3944,9842,SEWELLS RD AT ALFORD CRES
3945,8280,STEELES AVE WEST AT HILDA AVE
3946,6613,NEPTUNE DR AT BATHURST ST
3947,9549,MILNER AVE AT NEILSON RD EAST SIDE
3948,5350,LAWRENCE AVE WEST AT CALEDONIA RD EAST SIDE
3949,7314,SHERBOURNE ST AT EARL ST NORTH SIDE
3950,3836,ISLINGTON AVE AT SANDHILL DR NORTH SIDE
3951,209,BATHURST ST AT STRATHEARN RD
3954,8303,STEELES AVE WEST AT SCHOLES RD/BARMAC DR
3955,635,BRIMLEY RD AT LARGO LANE
3956,8509,VICTORIA PARK AVE AT STEELES AVE EAST
3957,3205,WRIGHT AVE AT GIBSON AVE WEST SIDE
3958,6545,MARLEE AVE AT LAWRENCE AVE WEST SOUTH SIDE
3960,1839,DANFORTH AVE AT VICTORIA PARK AVE
3961,3199,WOODBINE AVE AT LUMSDEN AVE
3962,751,CARLTON ST AT CHURCH ST
3963,8368,TOBA DR AT FIFESHIRE RD
3964,9533,25 MABELLE AVE
3965,1846,DANFORTH RD AT COTTON AVE EAST SIDE
3967,7329,SHERBOURNE ST AT RICHMOND ST EAST SOUTH SIDE
3968,2900,MCNICOLL AVE AT PHARMACY AVE
3969,11618,BELLAMY RD NORTH AT PROGRESS AVE
3970,8441,VICTORIA PARK AVE AT JONESVILLE CRES SOUTH SIDE
3972,5315,LAWRENCE AVE EAST AT RUSHLEY DR WEST SIDE
3973,3819,ISLINGTON AVE AT MUIR AVE
3974,2525,FINCH AVE EAST AT MARKHAM RD
3975,5099,GARY DR AT DALBEATTIE AVE
3976,7243,SHEPPARD AVE EAST AT OLD LESLIE ST WEST SIDE
3977,4998,585 DIXON RD
3979,2585,FINCH AVE WEST AT ARROW RD
3980,9127,FINCH AVE EAST AT BAYVIEW AVE
3981,7393,VAN HORNE AVE AT LUCIFER DR
3982,5641,MARTIN GROVE RD AT RONSON DR
3983,5752,MILLWOOD RD AT REDWAY RD SOUTH SIDE
3984,13685,YORKLAND BLVD (SOUTH) AT CONSUMERS RD
3985,891,DANFORTH AVE AT GLEDHILL AVE
3987,1330,MIDLAND AVE AT ST CLAIR AVE EAST NORTH SIDE
3988,995,DUPONT ST AT BARTLETT AVE
3989,4408,LANSDOWNE AVE AT WADE AVE (LANSDOWNE STATION)
3990,7823,HINTON RD AT HAREFIELD DR
3992,9837,BRENYON WAY AT FOREGATE AVE
3994,7510,BARMAC DR AT GARYRAY DR
3995,4927,CULFORD RD AT HARROW DR
3996,434,BIRCHMOUNT RD AT MCNICOLL AVE
3997,2319,EGLINTON AVE EAST AT WARDEN AVE
3998,7696,ELLESMERE RD AT MIDLAND AVE
3999,4132,KENNEDY RD AT WICKWARE GATE
4000,9882,STEELES AVE EAST AT WALKWAY TO DAIRIS CRES
4001,7100,SCARLETT RD AT RICHVIEW RD
4002,5802,MT PLEASANT RD AT BELSIZE DR
4003,3295,ATTWELL DR AT CARLINGVIEW DR
4005,5742,MIDLAND AVE AT SHEPPARD AVE EAST
4006,9440,PHARMACY AVE AT WALKWAY TO CRAYFORD DR
4007,4897,75 COMMISSIONERS ST
4008,10124,PARK LAWN RD AT KEYWELL CRT
4009,6572,MEADOWVALE RD AT ROTARY DR
4010,1864,DANFORTH AVE AT WARDEN AVE
4011,8735,WESTON RD AT JOHN ST
4012,825,COLLEGE ST AT DOVERCOURT RD
4013,524,BLOOR ST WEST AT OLD MILL TRAIL
4015,13463,PARLIAMENT ST AT CARLTON ST
4016,4102,KENNEDY RD AT MUNHAM GATE
4017,1959,DON MILLS RD AT PARKWAY FOREST DR
4018,9156,LAWRENCE AVE EAST AT DON MILLS RD
4019,2794,KINGSTON RD AT SCARBOROUGH RD
4020,9242,SHORNCLIFFE RD AT NORTH QUEEN ST NORTH SIDE
4021,3721,HORNER AVE AT FIMA CRES
4022,8103,SILVERDALE CRES AT YORK MILLS RD
4023,1668,YONGE ST AT BELSIZE DR
4024,13563,SHEPPARD AVE EAST AT DORIS AVE
4025,741,CALEDONIA RD AT ROGERS RD
4028,873,DANFORTH AVE AT BYRON AVE EAST SIDE
4029,103,BATHURST ST AT CARR ST NORTH SIDE
4030,5404,LAWRENCE AVE WEST AT SAGE AVE
4031,2081,DUFFERIN ST AT QUEEN ST WEST
4032,6833,QUEEN ST WEST AT DOWLING AVE
4033,6304,COE HILL DR AT THE QUEENSWAY
4034,3045,QUEEN ST EAST AT COXWELL AVE
4035,8981,YONGE ST AT EGLINTON AVE WEST (EGLINTON STATION)
4036,10252,YORKLAND BLVD (SOUTH) AT CONSUMERS RD WEST SIDE
4037,12143,PORTLAND ST AT MILTON ST WEST SIDE
4038,10547,WARDEN AVE AT 16TH AVE
4039,6673,PHARMACY AVE AT BRIAN AVE
4040,3323,BELFIELD RD AT ATTWELL DR EAST SIDE
4041,3374,BROADVIEW AVE AT QUEEN ST EAST
4043,5406,LAWRENCE AVE WEST AT SCARLETT RD
4045,4926,CULFORD RD AT GRACEFIELD AVE
4046,8522,VICTORIA PARK AVE AT YARDLEY AVE
4047,7377,SUMMERHILL AVE AT JEAN ST
4048,3415,340 CHAPLIN CRES
4049,7699,ELLESMERE RD AT MILITARY TRAIL (EAST) WEST SIDE
4050,14319,WARDEN AVE AT ROPER RD
4051,10515,ELLESMERE RD AT WATSON ST
4052,3810,ISLINGTON AVE AT LA ROSE AVE
4053,456,BIRCHMOUNT RD AT STEELES AVE EAST
4054,7300,SHEPPARD AVE WEST AT WILSON HEIGHTS BLVD
4055,10146,BRIMLEY RD AT SHEPPARD AVE EAST
4056,2012,DRIFTWOOD AVE AT YORKWOODS GATE
4057,4367,KIPLING AVE AT REDCLIFF BLVD
4058,1407,OCONNOR DR AT BEECHWOOD DR
4059,5297,LAWRENCE AVE EAST AT MOSSBANK DR
4060,8658,WESTHUMBER BLVD AT MOON VALLEY DR
4061,3291,ALLIANCE AVE AT ROCKCLIFFE BLVD
4062,2718,ISLINGTON AVE AT BERING AVE NORTH SIDE
4063,3839,ISLINGTON AVE AT ST ANDREWS BLVD
4064,12192,SHEPPARD AVE WEST AT BEECROFT RD WEST SIDE
4067,2754,KENNEDY RD AT FOXRIDGE DR
4068,3270,ALBION RD AT FINCH AVE WEST
4069,3739,HULLMAR DR AT HISEY CRES (SOUTH)
4070,550,BLOOR ST WEST AT MILL RD EAST SIDE
4071,7003,ROYAL YORK RD AT LA ROSE AVE
4072,6428,HUNTINGWOOD DR AT BIRCHMOUNT RD
4073,8054,OPPOSITE 150 RAILSIDE RD
4074,7569,BROOKMERE RD AT KIPLING AVE
4077,1823,205 CUMMER AVE
4078,5339,LAWRENCE AVE WEST AT BATHURST ST
4079,6180,66 THE WESTWAY
4080,4651,SYMINGTON AVE AT DUPONT ST
4081,4955,DANFORTH RD AT MAGNOLIA AVE
4082,2083,DUFFERIN ST AT ROGERS RD
4083,6289,CARLAW AVE AT GERRARD ST EAST
4086,7929,LAWSON RD AT CLYDE RD
4087,13630,MARKHAM RD AT TURBINA AVE
4088,5921,OCONNOR DR AT BINSWOOD AVE EAST SIDE
4089,1811,CUMMER AVE AT MALLABY RD
4090,11156,135 COMMANDER BLVD
4091,2657,700-780 GORDON BAKER RD
4092,5489,LESLIE ST AT THORNY VINEWAY (SOUTH)
4094,9027,YONGE ST AT MACPHERSON AVE
4095,6266,BRIAN AVE AT VAN HORNE AVE
4096,1946,DON MILLS RD AT LAWRENCE AVE EAST
4097,3145,TRETHEWEY DR AT JANE ST
4098,6205,THE WESTWAY AT WINCOTT DR EAST SIDE
4099,1677,YORKDALE RD AT GO TERMINAL (YORKDALE STATION)
4100,8313,STEELES AVE WEST AT TURBINE DR
4101,6341,DAVEAN DR AT BANNATYNE DR
4102,2736,JANE ST AT HARDING AVE
4103,5605,MARTIN GROVE RD AT CAVERLEY DR
4104,3383,BROWNS LINE AT HORNER AVE
4105,970,DONLANDS AVE AT SAMMON AVE
4106,738,CALEDONIA RD AT PLAYFAIR AVE
4107,6978,ROYAL YORK RD AT CAVELL AVE
4108,11195,ANCASTER RD AT HOME RD SOUTH SIDE
4109,3403,CERAMIC RD AT ASHWARREN RD
4110,6807,QUEEN ST EAST AT KIPPENDAVIE AVE
4111,4732,YONGE ST AT HEATH ST WEST
4112,487,BLOOR ST WEST AT ABERFOYLE CRES
4113,3296,452 ATTWELL DR
4114,42,ANNETTE ST AT WILLARD AVE
4115,7472,YORK MILLS RD AT SANDFIELD RD
4116,2614,FINCH AVE WEST AT KENDLETON DR
4117,1894,DAWES RD AT GOODWOOD PARK CRT
4118,941,DAVENPORT RD AT GREENLAW AVE
4119,2783,KINGSTON RD AT LEE AVE
4120,7284,SHEPPARD AVE WEST AT HARLOCK BLVD
4121,7295,SHEPPARD AVE WEST AT SENLAC RD WEST SIDE
4122,10289,WESTON RD AT LAWRENCE AVE WEST SOUTH SIDE
4123,9510,NORTH QUEEN ST AT ATOMIC AVE
4124,3277,1686 ALBION RD
4125,3742,HULLMAR DR AT RUTHMAR CRES (NORTH)
4126,5770,MORTIMER AVE AT CARLAW AVE
4127,8714,WESTON RD AT DENISON RD EAST
4129,8782,WICKSTEED AVE AT BETH NEALSON DR
4130,6044,SCARLETT RD AT LOCKHEED BLVD NORTH SIDE
4131,5634,MARTIN GROVE RD AT RACINE RD
4132,4669,130 TORYORK DR
4133,7228,SHEPPARD AVE EAST AT PHARMACY AVE
4134,2624,FINCH AVE WEST AT PEARLDALE AVE
4136,6420,HIGHLAND AVE AT ROXBOROUGH DR EAST SIDE
4137,9860,CULFORD RD AT WOOLTON CRES (SOUTH)
4138,234,BAY ST AT ALBERT ST
4140,11722,EGLINTON AVE EAST AT VICTORIA PARK AVE
4141,5314,LAWRENCE AVE EAST AT RODDA BLVD
4142,2013,DUFFERIN ST AT BLOOR ST WEST (DUFFERIN STATION)
4143,6813,QUEEN ST EAST AT NEVILLE PARK BLVD
4144,11040,FINCH AVE WEST AT ALBION MALL
4145,5211,LANSDOWNE AVE AT COLLEGE ST
4146,5730,MIDLAND AVE AT NORBURY CRES
4147,4388,KIPLING AVE AT WESTWAY
4148,13926,EASTERN AVE AT LESLIE ST EAST SIDE
4149,2490,FINCH AVE EAST AT BIRCHMOUNT RD
4150,2263,EGLINTON AVE EAST AT DON MILLS RD
4152,14315,ALBION RD AT SHENDALE DR
4153,8402,UPPER CANADA DR AT LORD SEATON RD EAST SIDE
4154,7030,ROYAL YORK RD AT SUMMITCREST DR
4155,2125,DUNDAS ST EAST AT PARLIAMENT ST
4156,2202,THE EAST MALL AT BLOOR ST WEST
4157,856,COSBURN AVE AT BROADVIEW AVE EAST SIDE
4158,4199,2665 KINGSTON RD EAST SIDE
4159,5890,OPPOSITE 92 OAKDALE RD
4160,5613,MARTIN GROVE RD AT ENTERPRISE RD SOUTH SIDE
4161,2413,EGLINTON AVE WEST AT TARLTON RD
4162,4792,AVENUE RD AT OTTER CRES
4163,579,BLOOR ST WEST AT ROYAL YORK RD
4165,998,DUPONT ST AT BEDFORD RD
